Student ID,Gender,Religion,Branch,Div-1,Div-2,Div-3,Roll-1,Roll-2,Roll-3,Mentor-1,Mentor-2,Mentor-3,Math-1 Theory,Physics Theory,Physics Practical,Java-1 Theory,Java-1 Practical,Software Engineering Theory,Software Engineering Practical,Environmental Science Theory,IOT Workshop Practical,Computer Workshop Practical,Math-2 Theory,Data Structures using Java Theory,Data Structures using Java Practical,DBMS Theory,DBMS Practical,Fundamental of Electronics and Electrical Theory,Fundamental of Electronics and Electrical Practical,Java-2 Theory,Java-2 Practical,Math-1 Attendance,Physics Attendance,Java-1 Attendance,Software Engineering Attendance,Environmental Science Attendance,IOT Workshop Attendance,Math-2 Attendance,Data Structures using Java Attendance,DBMS Attendance,Fundamental of Electronics and Electrical Attendance,Java-2 Attendance,Math-3 Theory,DE Theory,DE Practical,FSD Theory,FSD Practical,Python Theory,Python Practical,Communication Theory,Law Theory
420,F,Hindu,CS&IT,A3,A1,D2,87,16,47,HPP,IJT,PKP,69,71,73,69,95,73,88,78,70,92,55,61,67,68,67,70,79,70,61,89.33,90.91,96.23,83.33,90.91,100,96.77,89.83,81.54,84.62,89.06,73,79,84,82,81,78,100,84,55
421,F,Hindu,CS&IT,A4,A3,D4,103,70,138,YRP,HSP,SDP,63,62,87,35,77,68,70,70,86,79,38,50,75,57,69,60,58,41,69.5,86.36,89.86,85.71,81.58,71.43,100,87.69,98.41,95.52,92.16,71.43,49,43,58,41,64,49,69,75,40
422,M,Hindu,CS&IT,A4,A1,D1,92,13,23,VVP,KDL,ZMP,62,83,83,57,88,85,72,81,76,92,56,73,89,83,82,77,72,72,88,96.59,97.1,95.6,94.74,92.86,100,88.71,98.31,90.77,96.15,85.94,83,72,91,90,86,69,90,90,73
423,M,Hindu,CS&IT,A4,A4,D4,93,105,135,JHS,PKS,ZPB,44,65,80,38,78,58,70,78,73,80,44,52,57,53,57,71,72,48,59,76.14,78.26,74.73,81.58,78.57,100,84.62,76.92,71.93,96,89.06,60,62,61,52,54,52,63,70,61
424,M,Hindu,CS&IT,A1,A1,D2,2,23,56,DBP,ARY,PKP,71,68,85,64,86,69,66,68,73,85,61,67,60,57,61,63,69,66,58,76.47,76.56,84.85,66.67,84.62,100,69.35,71.19,66.15,65.38,60.94,68,48,84,64,76,68,85,61,56
425,M,Hindu,CS&IT,A4,A3,D5,96,64,149,DHK,DAS,ZMP,55,65,57,49,74,62,69,78,75,88,35,44,54,51,42,60,77,58,30,100,100,100,100,100,100,96.92,100,94.03,98.04,98.21,59,46,62,63,51,71,82,68,55
426,F,Hindu,CS&IT,A6,A3,D6,154,84,191,ASA,PKS,PKP,50,51,49,56,84,58,71,71,87,89,27,44,89,49,84,49,60,42,91,92.86,90.63,92,97.37,85.71,100,87.69,85.71,83.58,90.2,76.79,64,69,87,88,87,71,93,86,56
427,M,Hindu,CS&IT,A4,A5,D5,101,124,154,PBS,YRP,SHP,55,52,79,41,68,45,64,64,77,69,33,54,49,51,35,55,73,57,54,82.95,85.51,83.52,76.32,85.71,100,98.28,95.08,86.15,96.72,98.25,67,63,91,71,47,63,49,53,36
428,M,Hindu,CS&IT,A1,A2,D1,21,40,31,JHS,IJT,MVK,70,61,83,54,83,68,79,73,65,92,59,69,92,78,89,78,81,77,93,94.12,96.88,100,87.18,84.62,100,100,100,96.88,98.31,100,66,65,91,88,88,86,97,87,67
429,M,Hindu,CS&IT,A1,A1,D1,13,11,7,ARY,YRP,MPH,81,76,84,51,85,79,69,77,88,83,74,84,84,77,83,67,79,79,90,100,100,98.99,97.44,100,100,95.16,96.61,96.92,96.15,93.75,77,68,93,82,82,92,97,85,59
430,M,Jain,CS&IT,A2,A1,D2,45,8,46,JHS,DAS,SHP,74,69,86,73,92,73,67,68,96,87,50,68,65,63,70,60,81,70,67,90.8,87.1,92.78,80.95,75,100,80.65,84.75,81.54,80.77,78.13,64,56,63,72,61,73,87,71,37
431,M,Hindu,CS&IT,A1,A1,D2,1,25,65,ARY,ARY,PKP,69,67,81,58,84,75,68,88,83,88,49,64,61,53,57,83,71,66,58,82.35,85.94,90.91,74.36,92.31,100,64.52,66.1,64.62,65.38,70.31,62,43,86,66,76,68,71,65,42
432,F,Hindu,CS&IT,A1,A2,D1,31,42,30,YRP,IRS,SDP,54,69,79,55,86,74,68,85,74,91,63,72,94,79,78,80,81,71,95,89.41,98.44,93.94,89.74,92.31,100,98.36,100,96.88,91.53,90.32,79,74,89,88,72,72,96,92,75
433,M,Hindu,CS&IT,A2,A4,D6,52,97,213,MCD,PKS,DVB,53,60,86,37,73,59,66,53,73,78,36,36,61,37,63,48,60,40,69,85.06,87.1,89.69,85.71,83.33,100,89.23,78.46,77.19,86,81.25,38,38,65,37,62,39,49,59,52
434,M,Hindu,CS&IT,A6,A5,D4,160,128,125,MCD,DAS,PCS,30,52,50,51,89,57,84,87,86,81,30,53,72,68,63,59,61,61,78,91.67,87.5,87,86.84,85.71,100,91.38,88.52,81.54,93.44,91.23,56,53,57,76,72,77,100,79,64
435,F,Muslim,CS&IT,A3,A2,D1,69,41,34,JHS,DAS,MPH,62,69,79,41,70,81,83,88,82,88,76,72,91,78,73,78,78,59,83,69.33,71.21,71.7,73.81,72.73,0,85.25,76.79,82.81,81.36,74.19,66,81,40,84,77,72,77,94,83
436,F,Hindu,CS&IT,A3,A3,D3,79,81,87,YRP,IRS,DVB,61,59,73,45,92,53,74,72,78,84,51,56,60.5,64,62.5,69,57,59,78,84,87.88,92.45,88.1,81.82,100,78.46,77.78,89.55,76.47,67.86,65,58,87,72,78,67,72,67,73
437,M,Hindu,CS&IT,A3,A1,D1,61,5,9,ARY,YRP,ZPB,77,75,78,67,94,76,82,74,96,87,73,81,74,73,77,81,81,75,70,100,100,100,100,100,100,100,100,100,100,100,76,73,88,83,68,83,96,79,41
438,M,Hindu,CS&IT,A2,A2,D3,39,45,77,HPP,HSP,ZMP,71,65,75,48,64,65,65,78,80,74,48,68,84,61,61,71,80,54,86,96.55,96.77,97.94,97.62,91.67,100,93.44,92.86,87.5,96.61,88.71,66,50,69,61,71,71,90,71,48
439,F,Jain,CS&IT,A3,A2,D2,80,55,73,VVP,PKS,SHP,65,73,79,36,80,67,88,65,74,91,59,55,61,64,65,77,76,55,58,90.67,95.45,92.45,83.33,90.91,100,91.8,89.29,85.94,94.92,93.55,74,74,86,76,80,59,69,83,69
440,M,Jain,CS&IT,A3,A5,D7,88,132,220,MCD,YRP,DVB,41,58,70,39,65,50,76,81,78,72,41,34,35,40,21,43,53,42,35,78.67,86.36,90.57,76.19,54.55,100,70.69,83.61,81.54,83.61,78.95,37,29,60,25,34,40,46,59,65
441,M,Hindu,CS&IT,A4,A6,D6,111,158,196,HPP,YRP,MPH,55,36,74,39,66,30,67,56,80,83,30,44,79,46,91,39,57,58,86,77.27,76.81,78.02,78.95,71.43,100,76.81,66.15,67.74,80.43,79.66,34,39,38,53,62,68,78,51,38
442,M,Hindu,CS&IT,A2,A1,D1,50,2,2,DBP,IJT,PKP,75,84,86,67,80,85,75,87,95,75,83,82,85,89,81,92,73,83,84,93.1,91.94,93.81,95.24,83.33,100,83.87,81.36,84.62,88.46,84.38,90,90,93,98,94,98,98,89,69
443,M,Hindu,CS&IT,A3,A3,D2,73,60,52,ARY,HDS,MPH,66,55,64,64,82,52,88,71,72,90,46,64,87,76,79,74,63,73,82.5,85.33,81.82,90.57,64.29,81.82,100,81.54,92.06,79.1,86.27,73.21,71,58,84,83,95,85,96,78,69
444,M,Hindu,CS&IT,A1,A4,D4,10,91,134,ASA,PKS,PCS,65,58,84,43,75,45,68,67,69,75,45,56,66,51,58,70,58,41,59,89.41,90.63,90.91,84.62,84.62,100,83.08,89.23,80.7,98,89.06,66,65,64,56,61,58,71,65,60
445,M,Hindu,CS&IT,A2,A1,D2,57,10,44,JHS,KDL,PCS,77,79,66,59,85,73,65,74,76,78,58,65,80,65,77.5,79,73,68,83,95.4,98.39,100,97.62,100,100,87.1,89.83,93.85,88.46,92.19,71,55,80,89,73,78,87,80,77
446,M,Hindu,CS&IT,A2,A3,D4,38,80,129,DBP,ARY,SDP,64,54,83,54,71,45,63,60,78,72,43,47,82,61,83,51,62,57,86,85.06,80.65,87.63,76.19,75,100,83.08,82.54,82.09,86.27,82.14,48,56,50,59,79,56,89,61,39
447,M,Muslim,CS&IT,A2,A3,D4,48,75,111,ASA,IJT,SDP,64,65,87,41,86,53,75,71,79,73,55,52,47,55,42,65,64,46,51,83.91,80.65,81.44,76.19,83.33,0,84.62,82.54,74.63,86.27,78.57,61,63,77,61,66,70,89,72,AB
448,M,Hindu,CS&IT,A1,A2,D3,11,49,76,DHK,KDL,MVK,69,68,77,44,83,63,70,61,82,85,52,53,88,69,85,70,78,61,90,94.12,95.31,97.98,87.18,92.31,100,91.8,92.86,89.06,93.22,93.55,61,66,95,87,84,75,92,89,59
449,M,Hindu,CS&IT,A2,A1,D2,60,18,39,DBP,KDL,SDP,83,65,75,64,86,66,60,61,71,77,63,71,84,63,86,80,69,65,91,83.91,80.65,87.63,83.33,66.67,100,90.32,89.83,84.62,84.62,82.81,75,77,83,80,86,78,80,72,44
450,M,Hindu,CS&IT,A4,A3,D6,107,86,182,DHK,YRP,PKP,62,57,75,44,77,51,69,55,84,77,25,46,69.5,37,65.5,47,75,61,70,96.59,95.65,95.6,92.11,92.86,100,95.38,93.65,94.03,100,98.21,41,53,68,56,71,63,85,57,34
451,M,Hindu,CS&IT,A1,A1,D1,28,6,20,MCD,IJT,PKP,74,80,88,63,88,74,78,68,76,91,67,71,85,79,71,73,75,71,80,91.76,92.19,93.94,89.74,76.92,100,95.16,96.61,96.92,96.15,93.75,66,73,92,90,90,87,99,88,67
452,M,Hindu,CS&IT,A3,A6,D6,90,147,212,SJG,YRP,ZMP,37,43,60,36,72,53,76,75,80,73,39,40,53,42,39,48,45,44,49,84,87.88,91.51,71.43,72.73,100,95.65,87.69,79.03,82.61,77.97,45,44,54,43,66,43,73,70,55
453,M,Hindu,CS&IT,A2,A3,D3,34,88,99,ASA,IJT,ZPB,72,49,76,39,75,53,75,60,79,73,58,58,66.5,52,69,70,56,47,59.5,97.7,100,97.94,97.62,91.67,100,95.38,90.48,91.04,92.16,96.43,59,65,86,53,83,57,75,70,48
454,M,Jain,CS&IT,A3,A4,D5,65,108,158,PBS,IJT,ZMP,45,43,76,54,80,59,82,65,79,81,36,57,57,44,53,45,55,56,66,66.67,95.45,94.34,78.57,63.64,100,78.46,78.46,68.42,86,82.81,50,48,69,83,84,51,58,78,75
455,M,Hindu,CS&IT,A3,A5,D6,62,131,198,DBP,KDL,ZPB,45,48,75,37,78,58,75,64,81,74,33,50,43,41,43,45,78,40,51,94.67,92.42,98.11,90.48,90.91,100,94.83,91.8,87.69,90.16,87.72,45,44,60,39,53,40,67,47,51
456,M,Hindu,CS&IT,A3,A4,D3,77,93,98,PBS,ARY,PCS,47,58,84,42,88,63,86,78,87,89,38,66,72,62,66,59,74,52,75,77.33,77.27,81.13,76.19,72.73,100,83.08,84.62,73.68,92,81.25,57,60,86,69,81,58,76,81,57
457,M,Hindu,CS&IT,A2,A5,D6,47,133,190,DHK,HSP,SHP,49,38,70,45,76,55,55,51,77,79,36,49,44,42,39,48,71,46,46,91.95,90.32,91.75,88.1,83.33,100,93.1,93.44,92.31,95.08,91.23,43,47,54,40,58,54,54,47,52
458,M,Hindu,CS&IT,A2,A6,D6,41,150,184,PBS,HDS,MVK,47,48,51,33,69,39,55,42,76,83,48,50,63,36,54,45,40,53,68,93.1,88.71,94.85,88.1,66.67,100,84.06,78.46,74.19,76.09,77.97,47,43,88,71,65,53,59,44,28
459,F,Hindu,CS&IT,A3,A3,D2,89,61,75,PBS,KDL,SDP,57,63,81,52,81,65,86,82,79,92,39,68,84,68,83,63,67,58,82,96,93.94,98.11,85.71,81.82,100,86.15,82.54,89.55,90.2,80.36,66,72,79,80,70,63,93,83,59
460,M,Hindu,CS&IT,A1,A2,D3,3,38,79,HPP,ARY,MPH,69,72,73,44,76,70,70,65,76,82,52,55,93,64,81,80,77,59,94,85.88,78.13,84.85,71.79,76.92,100,86.89,85.71,81.25,86.44,87.1,69,67,74,78,82,80,83,83,62
461,M,Hindu,CS&IT,A1,A6,D6,27,148,188,HPP,HSP,PCS,50,49,78,32,71,37,69,73,74,78,42,47,54,46,51,65,45,43,63,77.65,78.13,79.8,66.67,61.54,100,86.96,76.92,82.26,97.83,77.97,55,44,52,62,75,39,34,76,58
462,M,Hindu,CS&IT,A1,A2,D2,14,59,53,DBP,PKS,PCS,52,69,80,56,88,61,59,83,73,77,64,65,72,64,71,82,79,65,69,92.94,89.06,92.93,92.31,84.62,100,93.44,96.43,92.19,88.14,90.32,73,72,85,79,86,66,85,84,64
463,M,Hindu,CS&IT,A3,A5,D5,82,122,166,ASA,PKS,MVK,52,60,71,41,77,41,80,60,93,91,34,50,59,43,53,57,55,51,66,82.67,84.85,92.45,78.57,90.91,100,82.76,78.69,76.92,78.69,78.95,46,46,64,42,66,49,43,50,52
464,M,Hindu,CS&IT,A3,A2,D2,70,50,74,ASA,HSP,PKP,59,57,76,59,98,69,82,72,99,84,49,60,85,70,73,61,26,54,79,81.33,80.3,86.79,73.81,72.73,100,75.41,76.79,64.06,79.66,79.03,49,43,75,44,73,50,88,77,61
465,M,Hindu,CS&IT,A1,A5,D5,15,139,176,HPP,KDL,ZMP,50,52,76,33,78,48,70,61,78,78,32,54,56,47,41,51,78,45,47,94.12,95.31,97.98,87.18,92.31,100,89.66,88.52,84.62,91.8,85.96,58,61,85,54,57,52,43,55,45
466,M,Hindu,CS&IT,A3,A4,D5,83,115,174,DHK,YRP,SDP,48,50,71,40,47,59,82,66,84,74,44,49,44,49,53,48,63,46,47,84,90.91,89.62,83.33,90.91,100,83.08,93.85,75.44,92,87.5,51,46,86,65,62,53,64,83,58
467,M,Hindu,CS&IT,A3,A3,D2,86,74,64,DBP,IRS,SHP,43,70,80,40,85,70,79,78,93,86,62,60,79.5,69,70,72,71,63,80,94.67,93.94,96.23,85.71,90.91,100,100,100,100,100,100,82,77,83,96,76,76,84,89,80
468,M,Hindu,CS&IT,A2,A2,D3,51,44,106,HPP,KDL,MPH,65,74,88,48,80,63,66,72,73,82,45,51,88,60,69,58,76,55,84,90.8,90.32,93.81,85.71,83.33,100,88.52,80.36,76.56,79.66,79.03,56,57,92,75,79,72,97,69,55
469,M,Muslim,CS&IT,A3,A1,D2,84,29,51,DHK,HSP,DVB,64,73,65,49,85,78,76,76,78,84,70,62,82,68,75,65,72,58,68,97.33,95.45,100,92.86,90.91,100,100,100,100,100,100,79,71,74,81,70,74,80,84,42
470,M,Hindu,CS&IT,A2,A1,D1,35,14,14,DHK,PKS,ZMP,74,76,84,57,76,78,66,86,87,77,64,73,90,82,56,87,69,76,93,96.55,98.39,97.94,95.24,100,100,90.32,96.61,98.46,100,100,80,81,98,78,80,88,98,84,80
471,F,Hindu,CS&IT,A6,A5,D6,182,127,204,VVP,IRS,DVB,41,50,59,37,72,65,78,63,60,65,37,40,48,49,49,55,77,39,62,100,91.53,97.83,97.14,100,100,93.1,86.89,87.69,88.52,96.49,50,59,66,62,57,54,77,85,63
472,M,Hindu,CS&IT,A2,A1,D1,54,15,22,SJG,IRS,MVK,60,77,74,64,91,82,65,79,83,84,60,78,94,71,91,77,75,76,98,94.25,93.55,97.94,92.86,100,100,91.94,96.61,89.23,96.15,87.5,77,77,89,87,88,78,98,85,68
473,M,Hindu,CS&IT,A2,A1,D1,32,7,29,VVP,IJT,PKP,70,83,76,55,72,82,66,87,79,78,68,71,86,73,85,77,66,68,88.5,88.51,93.55,91.75,88.1,91.67,100,90.32,94.92,95.38,100,98.44,80,82,90,84,81,85,76,89,77
474,M,Jain,CS&IT,A3,A3,D3,66,85,89,SJG,PKS,PCS,59,50,82,40,78,66,79,63,80,78,48,64,84,66,69,60,71,54,77,86.67,92.42,94.34,90.48,100,100,93.85,93.65,95.52,96.08,89.29,70,65,85,64,84,67,88,79,46
475,M,Hindu,CS&IT,A3,A1,D1,63,22,25,HPP,PKS,MPH,63,74,82,57,80,79,80,88,82,89,67,78,73,78,68,73,71,63,61,94.67,89.39,92.45,88.1,81.82,100,100,94.92,93.85,100,98.44,85,80,89,92,89,82,89,88,61
476,M,Hindu,CS&IT,A3,A6,D7,81,151,217,JHS,IRS,SDP,51,42,64,33,78,40,76,53,82,81,47,38,39,36,33,39,40,36,41,90.67,92.42,96.23,92.86,90.91,100,89.86,89.23,83.87,80.43,86.44,34,44,63,29,66,41,43,35,41
477,M,Hindu,CS&IT,A3,A1,D1,78,4,13,SJG,IJT,MVK,85,78,78,55,98,79,88,85,74,92,65,73,85,84,80,76,82,70,82,92,93.94,94.34,88.1,90.91,100,91.94,88.14,89.23,84.62,92.19,70,60,89,93,81,88,76,76,58
478,M,Hindu,CS&IT,A2,A4,D5,59,109,168,DHK,IRS,DVB,58,53,69,37,66,52,60,44,72,72,44,57,30,36,48,49,61,49,45,85.06,77.42,80.41,78.57,66.67,100,81.54,84.62,77.19,92,82.81,47,53,72,63,66,54,58,60,52
479,F,Hindu,CS&IT,A3,A5,D3,75,125,110,HPP,ARY,PKP,47,52,77,40,68,53,74,77,78,83,53,62,43,52,39,71,76,49,58,92,95.45,94.34,85.71,81.82,100,91.38,91.8,89.23,91.8,92.98,68,62,87,61,84,61,91,71,55
480,M,Hindu,CS&IT,A4,A2,D2,95,43,72,DHK,KDL,ZPB,58,68,77,54,81,71,70,80,79,94,42,66,92,65,85,56,81,64,91,97.73,98.55,100,92.11,100,100,93.44,87.5,90.63,81.36,88.71,52,47,89,76,73,70,91,76,42
481,F,Jain,CS&IT,A3,A2,D2,64,57,49,MCD,HSP,MVK,52,62,83,43,79,82,83,88,81,90,61,71,90,77,78,75,79,49,86,81.33,77.27,79.25,80.95,100,100,81.97,83.93,81.25,88.14,85.48,90,71,78,88,64,69,84,91,83
482,F,Hindu,CEA,A6,A3,B5,165,83,151,JHS,DAS,TAT,50,55,49,49,75,63,74,59,85,76,44,63,76,71,68,60,73,58,86.5,89.29,90.63,90,89.47,92.86,100,100,100,94.03,98.04,98.21,57,88,90,75,65,68,88,92,51
483,M,Hindu,CEA,A2,A2,B5,46,53,170,ASA,DAS,HRJ,60,72,75,45,68,66,65,78,72,77,46,56,93,61,65,60,78,54,95,93.1,77.42,87.63,76.19,75,100,88.52,91.07,79.69,91.53,96.77,62,56,86,79,65,55,50,88,53
484,M,Hindu,CEA,A1,A2,B3,17,37,78,PBS,PKS,PDO,64,72,78,51,86,68,70,75,80,80,75,78,81,65,75,76,78,54,80,95.29,95.31,94.95,92.31,100,100,98.36,100,87.5,100,96.77,69,89,76,84,57,78,85,92,60
485,M,Hindu,CEA,A5,A5,B6,132,120,201,JHS,PKS,VBY,47,43,77,46,83,59,70,76,73,88,30,53,57,55,42,60,66,52,63,95.35,92.19,96.08,92.11,100,100,96.55,91.8,90.77,98.36,96.49,39,56,84,86,74,75,69,68,41
486,M,Hindu,CEA,A5,A3,B6,125,62,213,PBS,PKS,HRJ,64,62,88,47,84,63,64,66,78,91,40,39,79,49,70,47,77,40,79,90.7,87.5,92.16,92.11,90,100,84.62,79.37,80.6,78.43,78.57,46,61,72,69,82,54,84,68,33
487,M,Hindu,CEA,A6,A3,B6,159,77,202,HPP,IJT,TAT,43,50,49,67,84,60,77,75,63,66,37,50,84,56,70,43,66,60,86,78.57,78.13,90,78.95,71.43,100,76.92,71.43,74.63,70.59,60.71,38,63,58,71,87,82,81,77,53
488,M,Hindu,CEA,A5,A5,B6,136,123,214,MCD,YRP,NAS,50,42,85,38,66,63,65,78,78,79,36,58,47,48,52,43,59,40,58,97.67,100,98.04,100,100,100,100,93.44,93.85,98.36,98.25,30,50,68,61,62,54,55,63,48
489,F,Hindu,CEA,A5,A3,B4,142,72,139,ASA,HDS,VHA,54,47,72,59,74,67,74,57,76,80,46,57,86,78,75,48,74,72,82,88.37,85.94,89.22,89.47,90,100,87.69,79.37,85.07,84.31,80.36,69,71,76,63,76,65,76,82,38
490,F,Jain,CEA,A4,A4,B6,100,114,189,MCD,HSP,HRJ,56,51,70,37,82,54,75,67,77,79,39,52,35,64,35,50,60,54,35,92.05,92.75,84.62,89.47,78.57,100,76.92,83.08,77.19,92,90.63,58,58,57,76,79,54,69,78,50
491,M,Hindu,CEA,A6,A6,B7,158,170,228,DBP,YRP,HRJ,34,33,47,36,68,39,77,58,74,84,37,52,66,41,58,39,40,41,60,100,92.19,100,97.37,100,100,100,95.38,95.16,95.65,93.22,34,48,58,39,59,49,87,51,48
492,M,Muslim,CEA,A5,A1,B3,121,19,79,ARY,KDL,HRJ,71,63,60,67,74,78,73,70,80,87,65,61,83,78,76,66,84,74,79,91.86,89.06,90.2,92.11,100,100,77.42,83.05,87.69,84.62,82.81,54,72,90,87,70,88,80,79,44
493,M,Hindu,CEA,A6,A4,B6,164,106,188,VVP,YRP,TAT,49,50,43,44,65,62,68,80,59,72,43,66,63,56,58,50,59,50,56,100,95.31,97,97.37,100,100,90.77,89.23,77.19,88,93.75,57,66,57,53,61,59,62,80,53
494,M,Hindu,CEA,A5,A1,B1,131,12,21,DHK,IJT,DPS,74,64,66,60,77,90,71,82,78,86,78,84,89,86,84,80,80,81,83,93.02,93.75,93.14,97.37,100,100,100,94.92,92.31,96.15,95.31,87,87,88,96,78,90,83,92,74
495,F,Hindu,CEA,A6,A6,B6,179,157,209,DHK,HDS,DPS,27,46,60,40,69,49,80,69,67,65,42,57,77,65,64,44,57,47,71,79.76,75,77,68.42,92.86,100,92.75,89.23,90.32,91.3,94.92,57,52,64,73,76,47,61,87,57
496,M,Hindu,CEA,A1,A4,B4,5,92,145,PBS,DAS,VHA,52,48,70,58,89,58,70,63,86,88,42,67,73,62,74,50,71,65,81,100,100,100,100,100,100,98.46,96.92,100,98,100,59,39,66,69,76,64,82,85,45
497,M,Hindu,CEA,A5,A6,B6,130,152,199,ASA,PKS,HRJ,43,32,62,38,61,52,71,68,63,80,58,64,53,51,45,46,38,44,54,76.74,75,86.27,89.47,80,100,85.51,86.15,77.42,71.74,77.97,52,53,26,67,23,52,20,77,51
498,M,Hindu,CEA,A5,A3,B6,123,76,198,HPP,HSP,PDO,56,57,66,46,60,64,74,75,69,79,56,48,83,54,70,53,66,45,75,97.67,100,98.04,100,100,100,92.31,87.3,85.07,84.31,87.5,64,68,72,55,69,57,72,92,65
499,M,Hindu,CEA,A6,A3,B6,167,87,181,DHK,HSP,HRJ,58,52,49,44,78,60,83,51,63,71,47,51,79,63,78,59,74,55,80,82.14,81.25,93,84.21,85.71,100,83.08,85.71,91.04,92.16,92.86,61,71,83,75,83,62,81,93,50
500,M,Hindu,CEA,A6,A3,B5,174,79,179,SJG,KDL,TAT,35,63,62,56,92,64,86,75,86,75,48,46,75,69,76,53,87,60,84.5,100,96.88,100,97.37,92.86,100,100,100,92.54,98.04,98.21,68,69,76,83,80,81,96,81,44
501,M,Hindu,CEA,A5,A5,B7,126,137,230,SJG,DAS,PSP,44,37,60,56,88,48,71,68,68,89,30,36,52,44,48,44,56,47,68,79.07,65.63,75.49,57.89,80,100,58.62,73.77,63.08,68.85,73.68,34,47,62,75,55,63,92,63,43
502,M,Hindu,CEA,A4,A6,B7,120,171,233,HPP,IRS,DDP,33,42,70,28,74,36,70,61,71,78,38,39,34,42,35,28,51,45,32,87.5,88.41,82.42,94.74,85.71,100,85.51,81.54,79.03,86.96,84.75,26,37,70,49,49,48,77,74,38
503,F,Hindu,CEA,A6,A4,B6,173,102,190,PBS,IRS,PSP,36,56,71,54,58,62,70,85,79,88,42,58,64,65,62,46,63,50,59,79.76,78.13,86,86.84,78.57,100,81.54,83.08,82.46,84,84.38,47,46,66,64,73,67,71,94,61
504,F,Hindu,CEA,A4,A4,B5,99,98,167,HPP,IJT,PSP,51,52,66,60,82,45,65,59,75,70,42,65,65,61,56,49,64,59,65,92.05,86.96,93.41,89.47,85.71,100,86.15,86.15,78.95,94,87.5,43,41,57,76,70,67,67,68,47
505,F,Hindu,CEA,A3,A6,B6,67,154,204,YRP,DAS,VHA,38,40,77,31,56,55,80,69,80,81,44,65,79,61,67,48,49,37,67,90.67,87.88,92.45,85.71,90.91,100,94.2,95.38,98.39,97.83,91.53,36,50,63,44,78,41,55,75,45
506,M,Hindu,CEA,A4,A6,B7,115,162,237,YRP,ARY,NAS,45,43,45,24,45,46,66,62,81,68,49,44,35,31,35,32,26,30,35,80.68,79.71,80.22,76.32,78.57,100,98.55,89.23,90.32,97.83,79.66,31,33,69,34,45,46,57,46,35
507,M,Hindu,CEA,A6,A4,B5,169,94,168,ARY,HSP,PDO,43,61,33,44,82,61,67,84,71,64,52,64,61,71,50,48,31,48,63,86.9,85.94,88,86.84,85.71,100,81.54,80,71.93,90,85.94,40,50,57,77,60,60,62,90,55
508,M,Hindu,CEA,A5,A6,B7,148,165,231,MCD,KDL,NAS,33,38,60,36,66,49,70,55,79,86,27,44,61,47,51,36,36,44,59,95.35,89.06,92.16,97.37,100,100,97.1,92.31,88.71,95.65,93.22,40,38,52,65,54,51,55,68,43
509,F,Hindu,CEA,A5,A2,B4,122,52,129,DBP,IRS,NAS,50,65,84,49,71,79,76,81,84,94,61,65,79,65,65,64,67,55,71,94.19,89.06,93.14,97.37,100,100,90.16,94.64,85.94,91.53,90.32,75,69,74,75,79,63,77,90,67
510,M,Hindu,CEA,A6,A6,B7,176,168,225,VVP,IRS,PDO,39,37,47,32,71,44,70,64,66,65,44,53,69,42,64,40,52,43,68,84.52,79.69,81,84.21,100,100,95.65,95.38,93.55,78.26,77.97,41,42,71,67,53,69,93,56,55
511,F,Hindu,CEA,A6,A5,B6,166,142,215,ASA,YRP,VHA,42,41,49,37,69,59,77,71,72,86,41,52,66,51,55,47,81,44,70,97.62,95.31,100,97.37,100,100,94.83,96.72,90.77,98.36,92.98,51,61,59,66,63,59,69,82,55
512,F,Hindu,CEA,A6,A3,B5,151,78,158,YRP,IRS,TAT,46,63,44,46,71,63,78,59,77,82,40,63,72,70,70,61,83,58,71,90.48,81.25,88,89.47,85.71,100,87.69,88.89,94.03,90.2,80.36,53,68,84,64,72,68,96,85,52
513,F,Muslim,CEA,A5,A2,B3,141,35,92,JHS,HDS,VHA,70,63,63,50,78,74,78,74,83,91,70,58,74,70,73,66,76,73,76,93.02,92.19,92.16,94.74,90,100,91.8,89.29,84.38,89.83,88.71,72,70,72,80,66,71,84,87,50
514,M,Hindu,CEA,A5,A5,B5,135,121,165,HPP,YRP,VHA,55,44,68,36,59,60,69,63,65,80,67,59,55,59,47,66,79,50,60,97.67,98.44,98.04,100,100,100,100,98.36,96.92,100,98.25,70,70,81,60,79,64,55,64,39
515,M,Hindu,CEA,A5,A6,B7,133,155,232,ARY,HSP,VBY,38,48,74,29,64,48,71,68,71,87,39,40,62,35,59,33,50,45,74,88.37,96.88,91.18,92.11,90,100,85.51,83.08,83.87,82.61,79.66,26,32,54,35,51,48,59,50,54
516,M,Muslim,CEA,A5,A6,B7,150,172,239,SJG,KDL,PSP,26,36,71,29,62,47,71,70,66,91,29,36,35,40,28,34,34,23,30,76.74,85.94,77.45,78.95,90,100,72.46,76.92,72.58,73.91,69.49,35,30,59,30,44,43,40,51,50
517,M,Muslim,CEA,A4,A4,B5,118,103,166,ASA,IRS,TAT,40,59,60,48,70,59,73,72,89,93,53,58,35,57,35,47,52,67,35,100,100,100,100,100,100,100,100,100,100,100,54,65,87,87,65,86,80,73,41
518,F,Hindu,CEA,A4,A4,B6,94,107,206,ASA,IJT,MSS,56,57,81,33,62,58,71,80,83,85,40,59,60,46,56,55,53,53,68,72.73,69.57,72.53,63.16,57.14,100,78.46,81.54,71.93,88,79.69,54,76,81,74,80,65,69,90,67
